,sigma,Pd_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
154,0.2,1,-5,340.0,11.0,56,job__14_849245__340_000000__11_0,14550315,-3.71907813,211.31855747558228,-3.4493781300000004,14.84924505609169,8.240000000014902e-05
155,0.2,1,-5,340.0,11.0,56,job__15_002330__340_000000__11_0,14550316,-3.72166223,213.4643125469572,-3.4519622300000004,15.00233007103269,8.481000000015726e-05
156,0.2,1,-5,340.0,11.0,56,job__15_155415__340_000000__11_0,14550318,-3.72476761,215.862509391435,-3.45506761,15.155414997935566,5.000000014021566e-08
157,0.2,1,-5,340.0,11.0,56,job__15_308500__340_000000__11_0,14550320,-3.72249876,217.7287753568745,-3.4527987600000003,15.308500067444031,2.880000000260452e-06
158,0.2,1,-5,340.0,11.0,56,job__15_461585__340_000000__11_0,14550322,-3.72424099,220.27122464312544,-3.4545409900000004,15.461585051942876,0.0063664299999999
159,0.2,1,-5,340.0,11.0,56,job__15_614670__340_000000__11_0,14550324,-3.7199999,222.36288504883547,-3.4502999,15.61466994133548,9.87299999999358e-05
160,0.2,1,-5,340.0,11.0,56,job__15_767755__340_000000__11_0,14550325,-3.71657423,224.67693463561235,-3.44687423,15.767754933808265,0.0001026799999999
161,0.2,1,-5,340.0,11.0,56,job__15_920840__340_000000__11_0,14550327,-3.70868321,226.6108189331329,-3.43898321,15.920839948218443,3.5959999999946035e-05
162,0.2,1,-5,340.0,11.0,56,job__16_073925__340_000000__11_0,14550330,-3.7002031,228.7024793388429,-3.4305031,16.07392508110609,3.759999999974895e-05
163,0.2,1,-5,340.0,11.0,56,job__16_227010__340_000000__11_0,14550333,-3.68919396,230.61382419233647,-3.41949396,16.227010113148015,0.00681076
164,0.2,1,-5,340.0,11.0,56,job__16_380095__340_000000__11_0,14550336,-3.68383777,233.1923365890308,-3.41413777,16.38009497254192,0.0069288000000002
165,0.2,1,-5,340.0,11.0,56,job__16_533180__340_000000__11_0,14550337,-3.6740044,235.32006010518407,-3.4043044,16.533179971471505,0.0070011500000002
166,0.2,1,-5,340.0,11.0,56,job__16_686265__340_000000__11_0,14550340,-3.667079,237.9887302779865,-3.3973790000000004,16.686265064426536,4.163000000012573e-05
167,0.2,1,-5,340.0,11.0,56,job__16_839350__340_000000__11_0,14550343,-3.65273761,239.8459804658152,-3.38303761,16.83935007265283,0.0071356000000002
168,0.2,1,-5,360.0,11.0,56,job__13_777650__360_000000__11_0,14550346,-3.64103226,213.4643125469572,-3.45793226,13.77764995072907,5.321999999985394e-05
